 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
   39    0.1029154E+02    0.1854506E+01    0.1154097E+01
   40    0.1699322E+01    0.1010299E+00   -0.9930468E+01
   41    0.1626753E+01    0.7909761E-01   -0.4125862E-02
   42    0.1421764E+01   -0.8283625E-01   -0.2311190E+01
   43    0.1769772E+01   -0.8148300E-01   -0.8627226E+00
   44    0.1585432E+01   -0.3022956E+01   -0.6033655E+00
   45    0.2513722E+01    0.5097103E+00    0.9234186E+01
   46    0.2027611E+01    0.3017376E-01   -0.1907769E+01
   47    0.1458028E+01    0.5352561E-01    0.6105861E+00
   48    0.2597515E+01    0.1472722E+01   -0.2358197E+00
   49    0.1994896E+01    0.5946043E+00    0.1570080E+01
   50    0.3284087E+01   -0.2224825E+00    0.2004929E+01
   51    0.2155876E+01   -0.9692875E+00   -0.9156850E+00
   52    0.1637286E+01    0.3581917E+00   -0.7326853E+00
   53    0.1469805E+01    0.1922097E+00   -0.1911945E+01
   54    0.2304119E+01    0.4715784E+00    0.1995673E+00
   55    0.9890314E+00   -0.6641563E-01   -0.6840195E+01
   56    0.1182357E+01    0.2413682E+00   -0.1288718E+00
   57    0.1023559E+01    0.8097429E-01   -0.1456398E+01
   58    0.7066850E+00    0.5302939E-01    0.2659284E+01
   59    0.2834950E+01    0.3952557E+01    0.7280768E-01
   60    0.1523375E+01    0.1336532E+00   -0.8597619E+01
   61    0.1420606E+01    0.1001885E+00   -0.8110392E-01
   62    0.3526359E+01    0.4671195E+01   -0.8022634E+00
   63    0.3937480E+01   -0.5085814E-01   -0.6584400E+01
   64    0.5633568E+00   -0.3991021E+00   -0.1284629E+01
   65    0.6869852E+00    0.4015947E+00   -0.3497397E+00
   66    0.1963142E+01   -0.3706708E+01    0.2834013E+00
   67    0.1870391E+01   -0.6160587E-01    0.1983714E+02
   68    0.2152568E+01   -0.4081769E-01    0.5770602E+00
   69    0.1432943E+01   -0.1926542E-01   -0.6054978E+01
   70    0.5367981E+01    0.1013494E+02    0.6760255E-01
   71    0.1265641E+02   -0.1137803E+01    0.5337880E+01
   72    0.3062654E+02   -0.1088447E+01   -0.5510355E+00
   73    0.1395038E+02    0.1132683E-01    0.8627162E+02
   74    0.7121935E+01    0.2931348E+02   -0.1486485E-01
   75    0.8864880E+01    0.2327020E+00   -0.7218737E+02
   76    0.5640582E+01    0.1233132E+00   -0.7927064E+00
   77    0.3824630E+01    0.2403018E+00    0.1070423E-01
   78    0.3859819E+01   -0.2899219E-01   -0.5546527E+00
   79    0.1667349E+02   -0.1668968E+01   -0.2726241E+01
   80    0.6924647E+01   -0.1742038E-01   -0.4882723E+02
   81    0.6206727E+01    0.5260279E-01   -0.1018127E-01
   82    0.4951143E+01    0.3961691E+01   -0.7441171E+00
   83    0.2580861E+01    0.2843484E+00    0.4625249E+01
   84    0.2803335E+01    0.5043160E+00   -0.4955437E+00
   85    0.1595340E+01    0.2361789E+00   -0.1327596E+01
   86    0.1650596E+01   -0.2203403E-01    0.1276461E-01
   87    0.1853618E+00   -0.6001455E+01   -0.1106104E+01
   88    0.2059265E+00   -0.6657187E-01   -0.6734151E+00
   89    0.1300904E+00   -0.4135133E-01   -0.6868458E+01
   90    0.2019971E+00    0.4127478E+00    0.1526746E+00
   91    0.3813580E+00    0.1357319E+01    0.6784874E+00
   92    0.1650201E+00   -0.8121455E-01   -0.8149688E+01
   93    0.1075296E+00    0.8314265E-01    0.1415096E+01
   94    0.6468596E-01    0.3060087E+00   -0.3254915E-01
   95    0.5539594E-01    0.2039371E+00   -0.3147944E+00
   96    0.1762974E-01    0.7597656E+00   -0.3982442E+00
   97    0.7755607E-02    0.5241464E+00    0.5313578E-01
   98    0.7777934E-02   -0.4451999E-02   -0.6864862E-01
   99    0.6347183E-02   -0.3758135E+01   -0.1269104E+01
  100    0.9731951E-03    0.8023343E+00   -0.1603460E+01
  101    0.6092283E-03    0.6335886E+00   -0.6220289E-01
  102    0.2019690E-03   -0.4281004E-01   -0.9262329E+00
  103    0.9291518E-04    0.1243187E+01    0.1379125E+00
  104    0.1682826E-04    0.6711703E+00   -0.9332017E-02
  105    0.9571865E-05    0.1946433E-01    0.4553248E+01
  106    0.2527774E-04    0.1232365E+01    0.2924607E-01
  107    0.4872884E-05    0.4316705E+00   -0.8155185E+00
  108    0.4936619E-05   -0.1287513E-01    0.9943916E-02
  109    0.1667707E-05   -0.9725577E+01   -0.1042078E+01
  110    0.1088258E-05    0.4785023E+00   -0.2129439E+01
  111    0.9524812E-06    0.2822375E-01   -0.2391936E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.2639020E-03    0.1610807-309    0.6618505-310
    1    0.1418928E-04    0.1326624E+01    0.6618505-310
    2    0.2110878E-05    0.9809150E+00    0.2029069E-02
    3    0.3300710E-06    0.9965623E+00    0.1143388E-01
    4    0.5627048E-07    0.1007122E+01    0.1079978E-01
    5    0.1089646E-07    0.9372299E+00    0.1002483E-01
    6    0.9910680E-08    0.2253665E+01   -0.1264749E-01
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.2699043E+00    0.1489917-308    0.6975637-309
    1    0.5099115E+01   -0.3211135E+00    0.6975637-309
    2    0.4481527E+01   -0.1508047E+00   -0.8985770E+01
    3    0.4003985E+01   -0.6330266E+00    0.1899224E+00
    4    0.3462954E+01    0.8061845E-01    0.1021757E+00
    5    0.2908094E+01    0.1259743E+01   -0.6686053E+00
    6    0.1881284E+01    0.6705358E+00    0.3087751E+00
    7    0.2559727E+01    0.9424761E-01   -0.4726591E+01
    8    0.2606976E+01   -0.4961562E-01   -0.1054391E-01
    9    0.3389985E+01   -0.9425040E+01   -0.9206922E+00
   10    0.3392628E+01   -0.1343762E-02   -0.1739586E+00
   11    0.8021137E+01   -0.1230705E+04   -0.1007282E+01
   12    0.3874739E+01   -0.2662041E+00   -0.6359168E+04
   13    0.2360131E+01    0.3322123E+00   -0.3052555E+00
   14    0.2209730E+01    0.2679060E+00   -0.5329584E+00
   15    0.1394939E+02   -0.2334369E+01   -0.8832416E+00
   16    0.3331229E+01   -0.7270963E-01   -0.3520338E+02
   17    0.2389710E+01    0.3819137E+00   -0.6787736E-01
   18    0.4197540E+02   -0.9797702E+01   -0.2952611E+00
   19    0.1063247E+02    0.7025419E-02    0.1111568E+04
   20    0.1993073E+01   -0.1557575E+00   -0.1578354E-01
   21    0.4898431E+01    0.3827467E+00   -0.1707188E+00
   22    0.5268260E+01   -0.7577148E-01   -0.1287812E+00
   23    0.7624671E+00   -0.2395983E+01   -0.1163087E+01
   24    0.1180523E+01   -0.1740649E+00    0.3436006E+00
   25    0.3435942E+00   -0.1552048E+00   -0.3440460E+01
   26    0.4985060E+00    0.1662233E+01    0.1316681E+00
   27    0.1845140E+01    0.2382984E+01    0.3943183E+00
   28    0.7577856E+01    0.7123229E+00   -0.1030633E+02
   29    0.3623479E+00    0.2143609E-01   -0.2635716E+02
   30    0.3207539E+00    0.9381388E-01    0.1002310E-03
   31    0.3859454E+00    0.1406098E+00   -0.2023946E+01
   32    0.1397380E+01    0.4373265E+02    0.9176179E+00
   33    0.1978466E+01    0.8977030E-01    0.1855635E+03
   34    0.2053524E+01   -0.1426870E-01   -0.4707776E-01
   35    0.7410794E+00   -0.1752640E+01   -0.1128578E+01
   36    0.1250830E+01   -0.6563247E+00    0.1484456E+01
   37    0.1702214E+01   -0.1146621E+01   -0.2472558E+01
   38    0.1647297E+01    0.1676206E+01   -0.5550062E+01
   39    0.1353570E+01    0.7383390E-01   -0.2687759E+01
   40    0.5250704E+01   -0.2453180E+01   -0.7235612E+00
   41    0.2860056E+01    0.1620617E+00    0.3550731E+01
   42    0.3510501E+01    0.4947649E+00   -0.4182904E+00
   43    0.5030328E+01   -0.4158536E+00    0.8963046E+00
   44    0.1034678E+02   -0.8927120E+00   -0.7881059E+00
   45    0.1054743E+02   -0.7202921E-01   -0.1202338E+01
   46    0.3723340E+01    0.1019567E+01   -0.1228866E+01
   47    0.4830284E+01   -0.9842442E+00   -0.1951250E+01
   48    0.1826965E+02    0.1505723E+01   -0.3802192E+01
   49    0.1067952E+02   -0.2447553E-01    0.8791895E+02
   50    0.1317694E+02   -0.1497155E+01   -0.2988413E-01
   51    0.2355891E+02   -0.8320477E+00   -0.2478892E+01
   52    0.6459666E+02    0.3840822E+00   -0.3866355E+01
   53    0.1060434E+02    0.1555887E+00   -0.3318807E+01
   54    0.1249419E+02    0.1124588E+01   -0.2693133E-01
   55    0.1371749E+02    0.1125767E+00    0.2033085E+01
   56    0.4416449E+01    0.2705035E+00   -0.8133586E+00
   57    0.9317890E+01   -0.1500713E+01   -0.1872691E+00
   58    0.6108037E+01   -0.2111783E+00   -0.3952181E+01
   59    0.2833786E+02   -0.1639596E+01   -0.5506863E+00
   60    0.3371899E+01   -0.5920639E-01   -0.3694069E+02
   61    0.2335534E+01    0.2009978E+00   -0.7943467E-03
   62    0.2051296E+01    0.5011924E+00   -0.5867045E+00
   63    0.3481994E+01    0.2149734E+01    0.5996950E+00
   64    0.4971521E+01   -0.2307517E-01    0.1355652E+03
   65    0.5192748E+00   -0.4941470E+00   -0.3847898E-01
   66    0.5115914E+00    0.1826209E+00    0.6990592E-01
   67    0.2978828E+00    0.3267411E+00   -0.5471605E+00
   68    0.1972049E+01   -0.3772007E+01    0.1098701E+00
   69    0.1738279E+00   -0.1165890E+00   -0.4056210E+02
   70    0.2050795E+00    0.2541192E+00   -0.8007095E-01
   71    0.4240360E-01    0.4176435E+00   -0.2002446E+00
   72    0.4093070E-01    0.2506940E+00   -0.3921301E+00
   73    0.2291786E-01    0.2163687E+00   -0.1567730E+00
   74    0.5302954E-01    0.1334765E+01   -0.5437520E+00
   75    0.5068248E-01    0.1490807E+00    0.1987130E+01
   76    0.3467428E-01    0.3510692E+00   -0.9869217E+00
   77    0.3082531E-01    0.5821259E-01   -0.6827593E-01
   78    0.3306251E-01   -0.8368060E-01   -0.1738099E+00
   79    0.4857569E-02   -0.3115628E+01   -0.1662880E+01
   80    0.1767402E+00    0.2390756E+01   -0.5907768E+01
   81    0.1731849E+00   -0.2852696E-01    0.3325408E+01
   82    0.6510272E-02    0.7196980E+00   -0.9658852E+00
   83    0.2030320E+00    0.2121531E+01   -0.4569433E+00
   84    0.1400835E-02    0.1115686E+00   -0.1640439E+02
   85    0.4107424E-02    0.1811243E+00    0.1088955E-01
   86    0.1049443E-02    0.2563237E+00   -0.3847526E+00
   87    0.1820936E-02    0.4304335E+00   -0.2741994E+00
   88    0.3385933E-03    0.4803683E+00   -0.4276774E+00
   89    0.1816884E-03    0.4583607E+00    0.1517927E-01
   90    0.1428127E-03    0.3848010E+00   -0.5108765E+00
   91    0.2164515E-03    0.2675077E+00    0.4470607E+01
   92    0.3827083E-03    0.4262590E+01    0.3707662E+00
   93    0.5849241E-04   -0.4184305E+00    0.1157174E+02
   94    0.1542187E-04    0.7599330E+00   -0.3915294E-01
   95    0.1055532E-04    0.1208979E+01   -0.4110777E-01
   96    0.1232820E-04   -0.1289917E+00    0.1361850E-01
   97    0.8280046E-05   -0.3594869E+00   -0.2019021E+01
   98    0.5239708E-06    0.1800190E+01    0.5558184E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.1840944E-03    0.1610807-309    0.6618505-310
    1    0.1186151E-04    0.1358775E+01    0.6618505-310
    2    0.1925220E-05    0.9666606E+00    0.3611882E-02
    3    0.3430582E-06    0.1000740E+01    0.1158268E-01
    4    0.6669220E-07    0.9895942E+00    0.1128046E-01
    5    0.2239353E-07    0.7656065E+00    0.6238401E-02
    6    0.5804430E-08    0.1991414E+01   -0.1016103E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.1493704E+00    0.1489917-308    0.6975637-309
    1    0.2986439E+01    0.1583413E+00    0.6975637-309
    2    0.1375575E+01    0.6879230E-01   -0.5672855E+01
    3    0.1350344E+01   -0.6083971E+00    0.8270433E+00
    4    0.2282523E+01   -0.3538796E+00   -0.1370060E-01
    5    0.9043728E+00   -0.1432152E+00   -0.5345326E+01
    6    0.3032816E+01   -0.4151453E+01    0.1175825E+00
    7    0.2342714E+01   -0.2057843E+00   -0.1472845E+02
    8    0.4614756E+00    0.4526701E+00   -0.8271647E+00
    9    0.1900698E+00    0.3205079E+00   -0.1796042E+00
   10    0.2145743E+00    0.3007303E+00   -0.4189505E+00
   11    0.2271484E+00   -0.8492185E-01    0.4529223E-01
   12    0.3104068E+00   -0.3316248E+01   -0.1283392E+01
   13    0.2491196E+01    0.4544565E+01   -0.4949148E+01
   14    0.9045177E+00   -0.3079894E-01    0.1085982E+03
   15    0.2684935E+00    0.1812849E+00   -0.8250036E-01
   16    0.4224096E+00    0.8007653E+00    0.9057970E-01
   17    0.3241633E+00    0.9557450E-01   -0.2169114E+01
   18    0.2468585E+00   -0.3783226E+00   -0.5607235E+00
   19    0.7014989E+00   -0.3893873E+00    0.4930321E+01
   20    0.8309806E+01   -0.7049412E+01   -0.9482107E+00
   21    0.9801478E+00   -0.1128665E-01   -0.6467051E+03
   22    0.6572479E+00    0.1030420E+00   -0.1205827E-02
   23    0.9831972E+00   -0.3875735E+00    0.4860373E+00
   24    0.1367856E+01   -0.8324031E+01   -0.1078354E+01
   25    0.1004299E+01    0.1001791E+00    0.6335007E+02
   26    0.6986717E+00    0.1804340E+00   -0.2297745E+00
   27    0.5367749E+01    0.1143444E+02    0.3407130E+00
   28    0.1777590E+01   -0.2351551E+00    0.5161868E+02
   29    0.1448750E+02    0.3340060E+01   -0.5190868E-01
   30    0.1080856E+01    0.1229995E-01   -0.2517895E+03
   31    0.5989856E+00    0.3059114E+00    0.5454608E-03
   32    0.8668737E+00    0.3841465E+00   -0.1366328E+01
   33    0.3216682E+01    0.4821055E+01    0.6882567E+00
   34    0.7031314E+01   -0.8548538E-01   -0.2652344E+02
   35    0.7064898E+01    0.3768350E-01   -0.2708495E+00
   36    0.1430505E+01    0.5893775E+00   -0.1092878E+01
   37    0.2519415E+00    0.2645014E+00    0.3004277E+00
   38    0.5659584E+00    0.5681048E+00   -0.3033894E+00
   39    0.7262730E+01    0.1471305E+02    0.1338104E+01
   40    0.1047442E+01    0.2049832E-01   -0.6246907E+03
   41    0.1387371E+01   -0.8237156E-01   -0.5487836E-02
   42    0.1009661E+01    0.6380597E+00   -0.1682012E+01
   43    0.1529979E+01   -0.2531219E+00    0.3186789E+00
   44    0.1834778E+01   -0.2271458E+00   -0.8637419E+00
   45    0.3126558E+01   -0.2947639E+01   -0.2357871E+01
   46    0.3514488E+01    0.1630456E+01   -0.2118214E+01
   47    0.4571991E+01   -0.9793958E-01    0.2002878E+02
   48    0.2908105E+01   -0.1085034E+01   -0.1567933E+00
   49    0.3008496E+01    0.1484328E+00   -0.4838413E+00
   50    0.1475030E+01    0.5233816E+00   -0.7691594E+00
   51    0.1874709E+01   -0.1430281E+00   -0.5377619E+00
   52    0.2666575E+01   -0.3241209E+00    0.1303064E+01
   53    0.2780188E+01    0.6803756E-01   -0.1260629E+01
   54    0.1747198E+01    0.2077686E+00   -0.8475123E+00
   55    0.9985854E+01    0.2734051E+02   -0.4629942E+00
   56    0.1102411E+02    0.2218752E+00    0.4885728E+02
   57    0.7186090E+01    0.2046279E+00   -0.6448616E+00
   58    0.5445911E+01    0.8186328E+00   -0.3712094E+00
   59    0.1944669E+02    0.6493773E+01   -0.1330117E+01
   60    0.1142427E+02    0.4483460E-01   -0.1176425E+03
   61    0.6819443E+01    0.1102759E+00    0.1129016E+00
   62    0.3885316E+01    0.1230626E+00   -0.6476255E+00
   63    0.1285096E+01    0.5192046E+00   -0.1698827E-01
   64    0.1167160E+01    0.7212555E-01   -0.3464518E-01
   65    0.1017666E+01    0.1678380E+00   -0.4292601E+00
   66    0.6122845E+00    0.7637330E+01   -0.1456438E+01
   67    0.5114477E+00   -0.3762900E-01    0.7453491E+01
   68    0.3772331E+00    0.3191787E+00   -0.3131374E+00
   69    0.3133806E+00    0.1695389E+00   -0.2513973E+00
   70    0.2399636E+00    0.3580321E+00   -0.3991284E+00
   71    0.2989727E-01    0.1561465E+01   -0.6734947E+00
   72    0.6004487E-01    0.3339594E+00    0.1330234E+01
   73    0.2283554E-01    0.1954278E+00   -0.6055251E+00
   74    0.3385167E-01    0.8599662E+00   -0.2441068E+00
   75    0.5637633E-01   -0.4479429E+00    0.2431575E+00
   76    0.2484394E-01   -0.1596530E+00   -0.5730533E+01
   77    0.7752006E-01   -0.2011020E+01    0.6858558E-01
   78    0.3817128E-01   -0.1259379E+00   -0.1825694E+02
   79    0.1214618E-01    0.9803026E-01   -0.4154038E+00
   80    0.9979509E-02    0.4960456E+00    0.1491411E+00
   81    0.2486561E-02    0.1879107E+00   -0.8315125E+00
   82    0.5809574E-02    0.1196519E+00   -0.6627636E-01
   83    0.1447832E-02   -0.1420195E+00   -0.2041596E+01
   84    0.2040590E-02   -0.1574196E+00   -0.1549670E+00
   85    0.1889872E-02   -0.9534851E+00   -0.1598453E+01
   86    0.2401811E-02    0.1196084E+01   -0.4071779E+00
   87    0.9346477E-03    0.3186841E+00   -0.5447602E+00
   88    0.3776058E-02   -0.2442904E+00    0.2321824E+01
   89    0.4250078E-03   -0.1820052E+00   -0.1966624E+01
   90    0.4332327E-03   -0.4404259E-01   -0.1193778E-02
   91    0.3497059E-03   -0.1542580E+02   -0.1088078E+01
   92    0.5249766E-04    0.6287362E+00    0.1023929E+01
   93    0.8923676E-04    0.5348566E+00   -0.3372302E+00
   94    0.1015657E-03    0.1658872E+01    0.1590664E+00
   95    0.2264918E-03    0.4756356E-01   -0.2801729E+02
   96    0.1074013E-04   -0.5258379E-01    0.4790002E+00
   97    0.3768021E-05    0.1157863E+01   -0.2414918E-02
   98    0.7631033E-06    0.6113947E+00   -0.1801064E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.1277409E-03    0.1610807-309    0.6618505-310
    1    0.8698773E-05    0.1368694E+01    0.6618505-310
    2    0.1449408E-05    0.9650296E+00    0.4124019E-02
    3    0.2666009E-06    0.9998018E+00    0.1171654E-01
    4    0.5387773E-07    0.9818788E+00    0.1133324E-01
    5    0.2368007E-07    0.6450901E+00    0.4589503E-02
    6    0.4584312E-08    0.2338963E+01   -0.1907252E+00
