    I     J        X             Y             P             U             V             T
   40    25   9.62500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    25   9.87500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    25   1.00000E-02   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    26   0.00000E+00   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    26   1.25000E-04   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    26   3.75000E-04   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    26   6.25000E-04   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    26   8.75000E-04   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    26   1.12500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    26   1.37500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
    8    26   1.62500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9    26   1.87500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    26   2.12500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11    26   2.37500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    26   2.62500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    26   2.87500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    26   3.12500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    26   3.37500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16    26   3.62500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    26   3.87500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   18    26   4.12500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   19    26   4.37500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20    26   4.62500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   21    26   4.87500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93513E+02
   22    26   5.12500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93513E+02
   23    26   5.37500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   24    26   5.62500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25    26   5.87500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26    26   6.12500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27    26   6.37500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    26   6.62500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   29    26   6.87500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94231E+02
   30    26   7.12500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94503E+02
   31    26   7.37500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94850E+02
   32    26   7.62500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33    26   7.87500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   34    26   8.12500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    26   8.37500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    26   8.62500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    26   8.87500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
   38    26   9.12500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    26   9.37500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
   40    26   9.62500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    26   9.87500E-03   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    26   1.00000E-02   6.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    27   0.00000E+00   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    27   1.25000E-04   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    27   3.75000E-04   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    27   6.25000E-04   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    27   8.75000E-04   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    27   1.12500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    27   1.37500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
    8    27   1.62500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9    27   1.87500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    27   2.12500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11    27   2.37500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    27   2.62500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    27   2.87500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    27   3.12500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    27   3.37500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16    27   3.62500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    27   3.87500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   18    27   4.12500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   19    27   4.37500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20    27   4.62500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   21    27   4.87500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93513E+02
   22    27   5.12500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93513E+02
   23    27   5.37500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   24    27   5.62500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25    27   5.87500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26    27   6.12500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27    27   6.37500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    27   6.62500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   29    27   6.87500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94231E+02
   30    27   7.12500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94503E+02
   31    27   7.37500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94850E+02
   32    27   7.62500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33    27   7.87500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   34    27   8.12500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    27   8.37500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    27   8.62500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    27   8.87500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
   38    27   9.12500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    27   9.37500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
   40    27   9.62500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    27   9.87500E-03   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    27   1.00000E-02   6.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    28   0.00000E+00   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    28   1.25000E-04   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    28   3.75000E-04   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    28   6.25000E-04   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    28   8.75000E-04   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    28   1.12500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    28   1.37500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
    8    28   1.62500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9    28   1.87500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    28   2.12500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11    28   2.37500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    28   2.62500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    28   2.87500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    28   3.12500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    28   3.37500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16    28   3.62500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    28   3.87500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   18    28   4.12500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   19    28   4.37500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20    28   4.62500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   21    28   4.87500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93513E+02
   22    28   5.12500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93513E+02
   23    28   5.37500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   24    28   5.62500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25    28   5.87500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26    28   6.12500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27    28   6.37500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    28   6.62500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   29    28   6.87500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94231E+02
   30    28   7.12500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94503E+02
   31    28   7.37500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94850E+02
   32    28   7.62500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33    28   7.87500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95852E+02
   34    28   8.12500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    28   8.37500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    28   8.62500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    28   8.87500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
   38    28   9.12500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    28   9.37500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
   40    28   9.62500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    28   9.87500E-03   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    28   1.00000E-02   6.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    29   0.00000E+00   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    29   1.25000E-04   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    29   3.75000E-04   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    29   6.25000E-04   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    29   8.75000E-04   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    29   1.12500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    29   1.37500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
    8    29   1.62500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9    29   1.87500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    29   2.12500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11    29   2.37500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    29   2.62500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    29   2.87500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    29   3.12500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    29   3.37500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16    29   3.62500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    29   3.87500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   18    29   4.12500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   19    29   4.37500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20    29   4.62500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   21    29   4.87500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93513E+02
   22    29   5.12500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93513E+02
   23    29   5.37500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   24    29   5.62500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25    29   5.87500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26    29   6.12500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27    29   6.37500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    29   6.62500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   29    29   6.87500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94231E+02
   30    29   7.12500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94503E+02
   31    29   7.37500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94850E+02
   32    29   7.62500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33    29   7.87500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95852E+02
   34    29   8.12500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    29   8.37500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    29   8.62500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    29   8.87500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
   38    29   9.12500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    29   9.37500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
   40    29   9.62500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    29   9.87500E-03   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    29   1.00000E-02   6.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    30   0.00000E+00   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    30   1.25000E-04   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    30   3.75000E-04   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    30   6.25000E-04   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    30   8.75000E-04   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    30   1.12500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    30   1.37500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
    8    30   1.62500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9    30   1.87500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    30   2.12500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11    30   2.37500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    30   2.62500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    30   2.87500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    30   3.12500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    30   3.37500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16    30   3.62500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    30   3.87500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   18    30   4.12500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   19    30   4.37500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20    30   4.62500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   21    30   4.87500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93513E+02
   22    30   5.12500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93513E+02
   23    30   5.37500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   24    30   5.62500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25    30   5.87500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26    30   6.12500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27    30   6.37500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    30   6.62500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   29    30   6.87500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94231E+02
   30    30   7.12500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94503E+02
   31    30   7.37500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94850E+02
   32    30   7.62500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33    30   7.87500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95852E+02
   34    30   8.12500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    30   8.37500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    30   8.62500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    30   8.87500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
   38    30   9.12500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    30   9.37500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
   40    30   9.62500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    30   9.87500E-03   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    30   1.00000E-02   7.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    31   0.00000E+00   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    31   1.25000E-04   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    31   3.75000E-04   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    31   6.25000E-04   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    31   8.75000E-04   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    31   1.12500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    31   1.37500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
    8    31   1.62500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9    31   1.87500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    31   2.12500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11    31   2.37500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    31   2.62500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    31   2.87500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    31   3.12500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    31   3.37500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16    31   3.62500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    31   3.87500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   18    31   4.12500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   19    31   4.37500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20    31   4.62500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   21    31   4.87500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93513E+02
   22    31   5.12500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93513E+02
   23    31   5.37500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   24    31   5.62500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25    31   5.87500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26    31   6.12500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27    31   6.37500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    31   6.62500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   29    31   6.87500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94231E+02
   30    31   7.12500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94503E+02
   31    31   7.37500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94850E+02
   32    31   7.62500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33    31   7.87500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95852E+02
   34    31   8.12500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    31   8.37500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    31   8.62500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    31   8.87500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
   38    31   9.12500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    31   9.37500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
   40    31   9.62500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    31   9.87500E-03   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    31   1.00000E-02   7.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    32   0.00000E+00   7.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    32   1.25000E-04   7.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    32   3.75000E-04   7.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    32   6.25000E-04   7.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    32   8.75000E-04   7.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    32   1.12500E-03   7.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    32   1.37500E-03   7.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
    8    32   1.62500E-03   7.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
